instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,year,month_name,day_name,season_name,weather_condition,is_workingday,is_holiday,time_category,wekday_name
5660,2011-08-29,3,0,8,6,0,1,1,1,0.56,0.5303,0.73,0.1343,3,99,102.0,2011,August,Monday,Summer,Clear,Yes,No,Morning Peak,Monday
5661,2011-08-29,3,0,8,7,0,1,1,1,0.6,0.6061,0.6,0.2239,11,273,284.0,2011,August,Monday,Summer,Clear,Yes,No,Morning Peak,Monday
5662,2011-08-29,3,0,8,8,0,1,1,1,0.62,0.6212,0.57,0.2537,20,384,404.0,2011,August,Monday,Summer,Clear,Yes,No,Morning Peak,Monday
5663,2011-08-29,3,0,8,9,0,1,1,1,0.62,0.6212,0.53,0.2537,22,166,188.0,2011,August,Monday,Summer,Clear,Yes,No,Morning Peak,Monday
5664,2011-08-29,3,0,8,10,0,1,1,1,0.66,0.6212,0.47,0.2239,42,73,115.0,2011,August,Monday,Summer,Clear,Yes,No,Day Time,Monday
5665,2011-08-29,3,0,8,11,0,1,1,1,0.66,0.6212,0.47,0.1642,38,100,138.0,2011,August,Monday,Summer,Clear,Yes,No,Day Time,Monday
5666,2011-08-29,3,0,8,12,0,1,1,2,0.68,0.6364,0.44,0.1642,48,159,207.0,2011,August,Monday,Summer,Cloudy/Mist,Yes,No,Day Time,Monday
5667,2011-08-29,3,0,8,13,0,1,1,2,0.7,0.6364,0.39,0.0,48,170,218.0,2011,August,Monday,Summer,Cloudy/Mist,Yes,No,Day Time,Monday
5668,2011-08-29,3,0,8,14,0,1,1,1,0.7,0.6364,0.42,0.0,55,127,182.0,2011,August,Monday,Summer,Clear,Yes,No,Day Time,Monday
5669,2011-08-29,3,0,8,15,0,1,1,1,0.7,0.6364,0.42,0.1642,56,164,220.0,2011,August,Monday,Summer,Clear,Yes,No,Day Time,Monday
5670,2011-08-29,3,0,8,16,0,1,1,1,0.72,0.6515,0.42,0.1642,56,226,282.0,2011,August,Monday,Summer,Clear,Yes,No,Evening Peak,Monday
5671,2011-08-29,3,0,8,17,0,1,1,2,0.7,0.6364,0.47,0.2239,67,499,591.0,2011,August,Monday,Summer,Cloudy/Mist,Yes,No,Evening Peak,Monday
5672,2011-08-29,3,0,8,18,0,1,1,1,0.66,0.6212,0.47,0.2537,60,487,547.0,2011,August,Monday,Summer,Clear,Yes,No,Evening Peak,Monday
5673,2011-08-29,3,0,8,19,0,1,1,1,0.66,0.6212,0.47,0.2537,50,317,367.0,2011,August,Monday,Summer,Clear,Yes,No,Evening Peak,Monday
5674,2011-08-29,3,0,8,20,0,1,1,1,0.64,0.6212,0.53,0.1642,50,227,277.0,2011,August,Monday,Summer,Clear,Yes,No,Night Time,Monday
5675,2011-08-29,3,0,8,21,0,1,1,1,0.64,0.6212,0.53,0.194,34,168,202.0,2011,August,Monday,Summer,Clear,Yes,No,Night Time,Monday
5676,2011-08-29,3,0,8,22,0,1,1,1,0.62,0.6212,0.57,0.1343,23,119,142.0,2011,August,Monday,Summer,Clear,Yes,No,Night Time,Monday
5677,2011-08-29,3,0,8,23,0,1,1,1,0.6,0.6061,0.6,0.0896,19,56,75.0,2011,August,Monday,Summer,Clear,Yes,No,Night Time,Monday
5678,2011-08-30,3,0,8,0,0,2,1,1,0.56,0.5303,0.73,0.1343,10,17,27.0,2011,August,Tuesday,Summer,Clear,Yes,No,Night Time,Tuesday
5679,2011-08-30,3,0,8,1,0,2,1,1,0.56,0.5303,0.68,0.1045,6,7,13.0,2011,August,Tuesday,Summer,Clear,Yes,No,Night Time,Tuesday
5680,2011-08-30,3,0,8,2,0,2,1,1,0.54,0.5152,0.73,0.1045,2,8,10.0,2011,August,Tuesday,Summer,Clear,Yes,No,Night Time,Tuesday
5681,2011-08-30,3,0,8,3,0,2,1,1,0.54,0.5152,0.73,0.194,2,2,4.0,2011,August,Tuesday,Summer,Clear,Yes,No,Night Time,Tuesday
5682,2011-08-30,3,0,8,4,0,2,1,1,0.52,0.5,0.77,0.1642,0,6,6.0,2011,August,Tuesday,Summer,Clear,Yes,No,Night Time,Tuesday
5683,2011-08-30,3,0,8,5,0,2,1,1,0.52,0.5,0.77,0.0896,1,27,28.0,2011,August,Tuesday,Summer,Clear,Yes,No,Night Time,Tuesday
5684,2011-08-30,3,0,8,6,0,2,1,1,0.54,0.5152,0.73,0.1045,4,115,119.0,2011,August,Tuesday,Summer,Clear,Yes,No,Morning Peak,Tuesday
5685,2011-08-30,3,0,8,7,0,2,1,1,0.56,0.5303,0.68,0.1343,19,338,357.0,2011,August,Tuesday,Summer,Clear,Yes,No,Morning Peak,Tuesday
5686,2011-08-30,3,0,8,8,0,2,1,1,0.62,0.6212,0.57,0.1343,34,459,493.0,2011,August,Tuesday,Summer,Clear,Yes,No,Morning Peak,Tuesday
5687,2011-08-30,3,0,8,9,0,2,1,1,0.66,0.6212,0.5,0.2239,38,180,218.0,2011,August,Tuesday,Summer,Clear,Yes,No,Morning Peak,Tuesday
5688,2011-08-30,3,0,8,10,0,2,1,1,0.7,0.6364,0.39,0.2239,28,109,137.0,2011,August,Tuesday,Summer,Clear,Yes,No,Day Time,Tuesday
5689,2011-08-30,3,0,8,11,0,2,1,1,0.72,0.6515,0.37,0.194,60,115,175.0,2011,August,Tuesday,Summer,Clear,Yes,No,Day Time,Tuesday
5690,2011-08-30,3,0,8,12,0,2,1,1,0.72,0.6515,0.37,0.0,65,172,237.0,2011,August,Tuesday,Summer,Clear,Yes,No,Day Time,Tuesday
5691,2011-08-30,3,0,8,13,0,2,1,1,0.74,0.6515,0.35,0.1045,59,170,229.0,2011,August,Tuesday,Summer,Clear,Yes,No,Day Time,Tuesday
5692,2011-08-30,3,0,8,14,0,2,1,1,0.74,0.6515,0.33,0.1642,58,151,209.0,2011,August,Tuesday,Summer,Clear,Yes,No,Day Time,Tuesday
5693,2011-08-30,3,0,8,15,0,2,1,1,0.74,0.6515,0.35,0.2239,34,162,196.0,2011,August,Tuesday,Summer,Clear,Yes,No,Day Time,Tuesday
5694,2011-08-30,3,0,8,16,0,2,1,1,0.74,0.6515,0.37,0.1642,42,295,337.0,2011,August,Tuesday,Summer,Clear,Yes,No,Evening Peak,Tuesday
5695,2011-08-30,3,0,8,17,0,2,1,1,0.72,0.6515,0.42,0.194,62,499,611.0,2011,August,Tuesday,Summer,Clear,Yes,No,Evening Peak,Tuesday
5696,2011-08-30,3,0,8,18,0,2,1,1,0.7,0.6364,0.45,0.1642,60,499,576.0,2011,August,Tuesday,Summer,Clear,Yes,No,Evening Peak,Tuesday
5697,2011-08-30,3,0,8,19,0,2,1,1,0.66,0.6212,0.5,0.0896,68,397,465.0,2011,August,Tuesday,Summer,Clear,Yes,No,Evening Peak,Tuesday
5698,2011-08-30,3,0,8,20,0,2,1,1,0.66,0.6212,0.5,0.0,39,259,298.0,2011,August,Tuesday,Summer,Clear,Yes,No,Night Time,Tuesday
5699,2011-08-30,3,0,8,21,0,2,1,1,0.64,0.6061,0.65,0.0896,43,180,223.0,2011,August,Tuesday,Summer,Clear,Yes,No,Night Time,Tuesday
5700,2011-08-30,3,0,8,22,0,2,1,1,0.62,0.6061,0.61,0.0,22,121,143.0,2011,August,Tuesday,Summer,Clear,Yes,No,Night Time,Tuesday
5701,2011-08-30,3,0,8,23,0,2,1,1,0.62,0.6061,0.61,0.0,19,74,93.0,2011,August,Tuesday,Summer,Clear,Yes,No,Night Time,Tuesday
5702,2011-08-31,3,0,8,0,0,3,1,1,0.6,0.5909,0.69,0.0,8,24,32.0,2011,August,Wednesday,Summer,Clear,Yes,No,Night Time,Wednesday
5703,2011-08-31,3,0,8,1,0,3,1,1,0.6,0.5909,0.69,0.0,2,13,15.0,2011,August,Wednesday,Summer,Clear,Yes,No,Night Time,Wednesday
5704,2011-08-31,3,0,8,2,0,3,1,1,0.56,0.5303,0.73,0.0,1,5,6.0,2011,August,Wednesday,Summer,Clear,Yes,No,Night Time,Wednesday
5705,2011-08-31,3,0,8,3,0,3,1,1,0.56,0.5303,0.78,0.0,2,4,6.0,2011,August,Wednesday,Summer,Clear,Yes,No,Night Time,Wednesday
5706,2011-08-31,3,0,8,4,0,3,1,1,0.56,0.5303,0.73,0.0,0,5,5.0,2011,August,Wednesday,Summer,Clear,Yes,No,Night Time,Wednesday
5707,2011-08-31,3,0,8,5,0,3,1,1,0.54,0.5152,0.83,0.0896,2,25,27.0,2011,August,Wednesday,Summer,Clear,Yes,No,Night Time,Wednesday
5708,2011-08-31,3,0,8,6,0,3,1,1,0.54,0.5152,0.77,0.0,4,107,111.0,2011,August,Wednesday,Summer,Clear,Yes,No,Morning Peak,Wednesday
5709,2011-08-31,3,0,8,7,0,3,1,1,0.6,0.5758,0.78,0.0,12,316,328.0,2011,August,Wednesday,Summer,Clear,Yes,No,Morning Peak,Wednesday
5710,2011-08-31,3,0,8,8,0,3,1,1,0.62,0.6061,0.69,0.0,27,440,467.0,2011,August,Wednesday,Summer,Clear,Yes,No,Morning Peak,Wednesday
5711,2011-08-31,3,0,8,9,0,3,1,1,0.64,0.6061,0.69,0.0896,27,217,244.0,2011,August,Wednesday,Summer,Clear,Yes,No,Morning Peak,Wednesday
5712,2011-08-31,3,0,8,10,0,3,1,1,0.7,0.6364,0.45,0.1045,33,105,138.0,2011,August,Wednesday,Summer,Clear,Yes,No,Day Time,Wednesday
5713,2011-08-31,3,0,8,11,0,3,1,1,0.72,0.6515,0.42,0.1343,28,143,171.0,2011,August,Wednesday,Summer,Clear,Yes,No,Day Time,Wednesday
5714,2011-08-31,3,0,8,12,0,3,1,1,0.74,0.6667,0.43,0.1343,68,192,260.0,2011,August,Wednesday,Summer,Clear,Yes,No,Day Time,Wednesday
5715,2011-08-31,3,0,8,13,0,3,1,1,0.74,0.6515,0.37,0.1045,39,182,221.0,2011,August,Wednesday,Summer,Clear,Yes,No,Day Time,Wednesday
5716,2011-08-31,3,0,8,14,0,3,1,1,0.74,0.6515,0.4,0.1343,48,148,196.0,2011,August,Wednesday,Summer,Clear,Yes,No,Day Time,Wednesday
5717,2011-08-31,3,0,8,15,0,3,1,1,0.74,0.6515,0.4,0.1343,34,138,172.0,2011,August,Wednesday,Summer,Clear,Yes,No,Day Time,Wednesday
5718,2011-08-31,3,0,8,16,0,3,1,1,0.74,0.6667,0.42,0.1343,46,263,309.0,2011,August,Wednesday,Summer,Clear,Yes,No,Evening Peak,Wednesday
5719,2011-08-31,3,0,8,17,0,3,1,1,0.72,0.6515,0.45,0.1343,83,499,608.0,2011,August,Wednesday,Summer,Clear,Yes,No,Evening Peak,Wednesday
5720,2011-08-31,3,0,8,18,0,3,1,1,0.7,0.6515,0.51,0.2239,70,495,565.0,2011,August,Wednesday,Summer,Clear,Yes,No,Evening Peak,Wednesday
5721,2011-08-31,3,0,8,19,0,3,1,1,0.84,0.7727,0.47,0.2537,53,393,446.0,2011,August,Wednesday,Summer,Clear,Yes,No,Evening Peak,Wednesday
5722,2011-08-31,3,0,8,20,0,3,1,1,0.66,0.6212,0.57,0.1343,30,259,289.0,2011,August,Wednesday,Summer,Clear,Yes,No,Night Time,Wednesday
5723,2011-08-31,3,0,8,21,0,3,1,1,0.66,0.6212,0.61,0.0896,27,174,201.0,2011,August,Wednesday,Summer,Clear,Yes,No,Night Time,Wednesday
5724,2011-08-31,3,0,8,22,0,3,1,1,0.64,0.6061,0.69,0.0,20,137,157.0,2011,August,Wednesday,Summer,Clear,Yes,No,Night Time,Wednesday
5725,2011-08-31,3,0,8,23,0,3,1,1,0.6,0.5758,0.78,0.1045,24,60,84.0,2011,August,Wednesday,Summer,Clear,Yes,No,Night Time,Wednesday
5726,2011-09-01,3,0,9,0,0,4,1,1,0.6,0.5758,0.78,0.1045,18,33,51.0,2011,September,Thursday,Summer,Clear,Yes,No,Night Time,Thursday
5727,2011-09-01,3,0,9,1,0,4,1,1,0.6,0.5909,0.73,0.0896,7,14,21.0,2011,September,Thursday,Summer,Clear,Yes,No,Night Time,Thursday
5728,2011-09-01,3,0,9,2,0,4,1,1,0.58,0.5455,0.78,0.0896,14,11,25.0,2011,September,Thursday,Summer,Clear,Yes,No,Night Time,Thursday
5729,2011-09-01,3,0,9,3,0,4,1,1,0.58,0.5455,0.78,0.0896,7,7,14.0,2011,September,Thursday,Summer,Clear,Yes,No,Night Time,Thursday
5730,2011-09-01,3,0,9,4,0,4,1,1,0.56,0.5303,0.83,0.0896,0,7,7.0,2011,September,Thursday,Summer,Clear,Yes,No,Night Time,Thursday
5731,2011-09-01,3,0,9,5,0,4,1,1,0.56,0.5303,0.73,0.0896,1,22,23.0,2011,September,Thursday,Summer,Clear,Yes,No,Night Time,Thursday
5732,2011-09-01,3,0,9,6,0,4,1,1,0.6,0.5758,0.78,0.0,2,103,105.0,2011,September,Thursday,Summer,Clear,Yes,No,Morning Peak,Thursday
5733,2011-09-01,3,0,9,7,0,4,1,1,0.6,0.5758,0.78,0.0,7,335,342.0,2011,September,Thursday,Summer,Clear,Yes,No,Morning Peak,Thursday
5734,2011-09-01,3,0,9,8,0,4,1,1,0.62,0.5909,0.73,0.1343,31,467,498.0,2011,September,Thursday,Summer,Clear,Yes,No,Morning Peak,Thursday
5735,2011-09-01,3,0,9,9,0,4,1,1,0.64,0.6061,0.69,0.1045,29,178,207.0,2011,September,Thursday,Summer,Clear,Yes,No,Morning Peak,Thursday
5736,2011-09-01,3,0,9,10,0,4,1,1,0.68,0.6364,0.61,0.1343,46,92,138.0,2011,September,Thursday,Summer,Clear,Yes,No,Day Time,Thursday
5737,2011-09-01,3,0,9,11,0,4,1,1,0.72,0.6667,0.51,0.1343,51,141,192.0,2011,September,Thursday,Summer,Clear,Yes,No,Day Time,Thursday
5738,2011-09-01,3,0,9,12,0,4,1,2,0.72,0.6667,0.51,0.1343,64,165,229.0,2011,September,Thursday,Summer,Cloudy/Mist,Yes,No,Day Time,Thursday
5739,2011-09-01,3,0,9,13,0,4,1,2,0.72,0.6667,0.48,0.0896,50,169,219.0,2011,September,Thursday,Summer,Cloudy/Mist,Yes,No,Day Time,Thursday
5740,2011-09-01,3,0,9,14,0,4,1,3,0.72,0.6667,0.54,0.2537,54,144,198.0,2011,September,Thursday,Summer,Light Rain/Snow,Yes,No,Day Time,Thursday
5741,2011-09-01,3,0,9,15,0,4,1,1,0.72,0.6667,0.51,0.1343,39,135,174.0,2011,September,Thursday,Summer,Clear,Yes,No,Day Time,Thursday
5742,2011-09-01,3,0,9,16,0,4,1,1,0.74,0.6667,0.51,0.194,55,253,308.0,2011,September,Thursday,Summer,Clear,Yes,No,Evening Peak,Thursday
5743,2011-09-01,3,0,9,17,0,4,1,1,0.72,0.6667,0.54,0.2537,61,499,628.0,2011,September,Thursday,Summer,Clear,Yes,No,Evening Peak,Thursday
5744,2011-09-01,3,0,9,18,0,4,1,1,0.72,0.6667,0.54,0.2239,69,462,531.0,2011,September,Thursday,Summer,Clear,Yes,No,Evening Peak,Thursday
5745,2011-09-01,3,0,9,19,0,4,1,1,0.7,0.6515,0.58,0.1642,79,364,443.0,2011,September,Thursday,Summer,Clear,Yes,No,Evening Peak,Thursday
5746,2011-09-01,3,0,9,20,0,4,1,1,0.66,0.6212,0.61,0.2239,33,247,280.0,2011,September,Thursday,Summer,Clear,Yes,No,Night Time,Thursday
5747,2011-09-01,3,0,9,21,0,4,1,2,0.66,0.6212,0.57,0.194,17,160,177.0,2011,September,Thursday,Summer,Cloudy/Mist,Yes,No,Night Time,Thursday
5748,2011-09-01,3,0,9,22,0,4,1,2,0.66,0.6212,0.57,0.2239,34,145,179.0,2011,September,Thursday,Summer,Cloudy/Mist,Yes,No,Night Time,Thursday
5749,2011-09-01,3,0,9,23,0,4,1,1,0.64,0.6061,0.65,0.2537,15,111,126.0,2011,September,Thursday,Summer,Clear,Yes,No,Night Time,Thursday
5750,2011-09-02,3,0,9,0,0,5,1,1,0.64,0.6061,0.65,0.194,6,58,64.0,2011,September,Friday,Summer,Clear,Yes,No,Night Time,Friday
5751,2011-09-02,3,0,9,1,0,5,1,3,0.62,0.5909,0.73,0.1045,4,28,32.0,2011,September,Friday,Summer,Light Rain/Snow,Yes,No,Night Time,Friday
5752,2011-09-02,3,0,9,2,0,5,1,3,0.62,0.5909,0.73,0.1045,9,11,20.0,2011,September,Friday,Summer,Light Rain/Snow,Yes,No,Night Time,Friday
5753,2011-09-02,3,0,9,3,0,5,1,2,0.6,0.5606,0.83,0.1642,4,4,8.0,2011,September,Friday,Summer,Cloudy/Mist,Yes,No,Night Time,Friday
5754,2011-09-02,3,0,9,4,0,5,1,1,0.6,0.5606,0.83,0.0896,2,2,4.0,2011,September,Friday,Summer,Clear,Yes,No,Night Time,Friday
5755,2011-09-02,3,0,9,5,0,5,1,2,0.6,0.5606,0.83,0.1343,0,20,20.0,2011,September,Friday,Summer,Cloudy/Mist,Yes,No,Night Time,Friday
5756,2011-09-02,3,0,9,6,0,5,1,1,0.6,0.5606,0.83,0.1343,3,73,76.0,2011,September,Friday,Summer,Clear,Yes,No,Morning Peak,Friday
5757,2011-09-02,3,0,9,7,0,5,1,1,0.6,0.5606,0.83,0.1045,6,253,259.0,2011,September,Friday,Summer,Clear,Yes,No,Morning Peak,Friday
5758,2011-09-02,3,0,9,8,0,5,1,1,0.62,0.5909,0.78,0.194,22,434,456.0,2011,September,Friday,Summer,Clear,Yes,No,Morning Peak,Friday
5759,2011-09-02,3,0,9,9,0,5,1,2,0.62,0.5758,0.83,0.1045,30,190,220.0,2011,September,Friday,Summer,Cloudy/Mist,Yes,No,Morning Peak,Friday
5760,2011-09-02,3,0,9,10,0,5,1,2,0.64,0.6061,0.76,0.1642,34,106,140.0,2011,September,Friday,Summer,Cloudy/Mist,Yes,No,Day Time,Friday
5761,2011-09-02,3,0,9,11,0,5,1,2,0.66,0.6212,0.74,0.1045,51,141,192.0,2011,September,Friday,Summer,Cloudy/Mist,Yes,No,Day Time,Friday
5762,2011-09-02,3,0,9,12,0,5,1,2,0.66,0.6212,0.69,0.2239,82,178,260.0,2011,September,Friday,Summer,Cloudy/Mist,Yes,No,Day Time,Friday
5763,2011-09-02,3,0,9,13,0,5,1,2,0.68,0.6364,0.65,0.1343,72,207,279.0,2011,September,Friday,Summer,Cloudy/Mist,Yes,No,Day Time,Friday
5764,2011-09-02,3,0,9,14,0,5,1,2,0.7,0.6515,0.61,0.1045,75,208,283.0,2011,September,Friday,Summer,Cloudy/Mist,Yes,No,Day Time,Friday
5765,2011-09-02,3,0,9,15,0,5,1,2,0.7,0.6515,0.61,0.2537,69,277,346.0,2011,September,Friday,Summer,Cloudy/Mist,Yes,No,Day Time,Friday
5766,2011-09-02,3,0,9,16,0,5,1,2,0.7,0.6515,0.61,0.1343,82,299,381.0,2011,September,Friday,Summer,Cloudy/Mist,Yes,No,Evening Peak,Friday
5767,2011-09-02,3,0,9,17,0,5,1,2,0.68,0.6364,0.65,0.1642,78,377,455.0,2011,September,Friday,Summer,Cloudy/Mist,Yes,No,Evening Peak,Friday
5768,2011-09-02,3,0,9,18,0,5,1,2,0.68,0.6364,0.65,0.194,50,305,355.0,2011,September,Friday,Summer,Cloudy/Mist,Yes,No,Evening Peak,Friday
5769,2011-09-02,3,0,9,19,0,5,1,1,0.66,0.6212,0.69,0.1343,67,220,287.0,2011,September,Friday,Summer,Clear,Yes,No,Evening Peak,Friday
5770,2011-09-02,3,0,9,20,0,5,1,1,0.64,0.6061,0.73,0.0,38,158,196.0,2011,September,Friday,Summer,Clear,Yes,No,Night Time,Friday
5771,2011-09-02,3,0,9,21,0,5,1,2,0.64,0.6061,0.73,0.0896,28,121,149.0,2011,September,Friday,Summer,Cloudy/Mist,Yes,No,Night Time,Friday
5772,2011-09-02,3,0,9,22,0,5,1,2,0.64,0.6061,0.73,0.1642,33,114,147.0,2011,September,Friday,Summer,Cloudy/Mist,Yes,No,Night Time,Friday
5773,2011-09-02,3,0,9,23,0,5,1,2,0.64,0.6061,0.73,0.1642,30,68,98.0,2011,September,Friday,Summer,Cloudy/Mist,Yes,No,Night Time,Friday
5774,2011-09-03,3,0,9,0,0,6,0,2,0.64,0.6061,0.73,0.1045,22,65,87.0,2011,September,Saturday,Summer,Cloudy/Mist,No,No,Night Time,Saturday
5775,2011-09-03,3,0,9,1,0,6,0,2,0.64,0.6061,0.69,0.2537,17,57,74.0,2011,September,Saturday,Summer,Cloudy/Mist,No,No,Night Time,Saturday
5776,2011-09-03,3,0,9,2,0,6,0,2,0.64,0.6061,0.69,0.2239,15,26,41.0,2011,September,Saturday,Summer,Cloudy/Mist,No,No,Night Time,Saturday
5777,2011-09-03,3,0,9,3,0,6,0,1,0.62,0.5909,0.73,0.1642,17,18,35.0,2011,September,Saturday,Summer,Clear,No,No,Night Time,Saturday
5778,2011-09-03,3,0,9,4,0,6,0,1,0.62,0.5909,0.73,0.1642,3,4,7.0,2011,September,Saturday,Summer,Clear,No,No,Night Time,Saturday
5779,2011-09-03,3,0,9,5,0,6,0,1,0.62,0.6061,0.69,0.194,3,9,12.0,2011,September,Saturday,Summer,Clear,No,No,Night Time,Saturday
5780,2011-09-03,3,0,9,6,0,6,0,1,0.62,0.5909,0.73,0.1642,4,19,23.0,2011,September,Saturday,Summer,Clear,No,No,Morning Peak,Saturday
5781,2011-09-03,3,0,9,7,0,6,0,1,0.62,0.5909,0.73,0.194,5,33,38.0,2011,September,Saturday,Summer,Clear,No,No,Morning Peak,Saturday
5782,2011-09-03,3,0,9,8,0,6,0,1,0.64,0.6061,0.69,0.1642,24,65,89.0,2011,September,Saturday,Summer,Clear,No,No,Morning Peak,Saturday
5783,2011-09-03,3,0,9,9,0,6,0,2,0.66,0.6212,0.69,0.2537,83,118,201.0,2011,September,Saturday,Summer,Cloudy/Mist,No,No,Morning Peak,Saturday
5784,2011-09-03,3,0,9,10,0,6,0,3,0.66,0.6212,0.65,0.2537,90,168,258.0,2011,September,Saturday,Summer,Light Rain/Snow,No,No,Day Time,Saturday
5785,2011-09-03,3,0,9,11,0,6,0,3,0.66,0.6212,0.69,0.2836,66,128,194.0,2011,September,Saturday,Summer,Light Rain/Snow,No,No,Day Time,Saturday
5786,2011-09-03,3,0,9,12,0,6,0,1,0.7,0.6515,0.61,0.2239,97,160,257.0,2011,September,Saturday,Summer,Clear,No,No,Day Time,Saturday
5787,2011-09-03,3,0,9,13,0,6,0,1,0.7,0.6515,0.65,0.2239,114,200,353.0,2011,September,Saturday,Summer,Clear,No,No,Day Time,Saturday
5788,2011-09-03,3,0,9,14,0,6,0,2,0.72,0.6818,0.66,0.1642,114,176,380.0,2011,September,Saturday,Summer,Cloudy/Mist,No,No,Day Time,Saturday
5789,2011-09-03,3,0,9,15,0,6,0,1,0.72,0.6818,0.7,0.1642,114,201,388.0,2011,September,Saturday,Summer,Clear,No,No,Day Time,Saturday
5790,2011-09-03,3,0,9,16,0,6,0,1,0.72,0.6818,0.7,0.194,114,188,374.0,2011,September,Saturday,Summer,Clear,No,No,Evening Peak,Saturday
5791,2011-09-03,3,0,9,17,0,6,0,1,0.72,0.6818,0.7,0.2239,114,201,371.0,2011,September,Saturday,Summer,Clear,No,No,Evening Peak,Saturday
5792,2011-09-03,3,0,9,18,0,6,0,1,0.72,0.6818,0.7,0.1642,114,179,339.0,2011,September,Saturday,Summer,Clear,No,No,Evening Peak,Saturday
5793,2011-09-03,3,0,9,19,0,6,0,1,0.7,0.6667,0.74,0.1343,114,148,295.0,2011,September,Saturday,Summer,Clear,No,No,Evening Peak,Saturday
5794,2011-09-03,3,0,9,20,0,6,0,1,0.7,0.6667,0.79,0.1642,99,120,219.0,2011,September,Saturday,Summer,Clear,No,No,Night Time,Saturday
5795,2011-09-03,3,0,9,21,0,6,0,1,0.68,0.6364,0.83,0.1343,71,93,164.0,2011,September,Saturday,Summer,Clear,No,No,Night Time,Saturday
5796,2011-09-03,3,0,9,22,0,6,0,1,0.68,0.6364,0.83,0.1045,66,96,162.0,2011,September,Saturday,Summer,Clear,No,No,Night Time,Saturday
5797,2011-09-03,3,0,9,23,0,6,0,1,0.66,0.6212,0.85,0.1343,46,77,123.0,2011,September,Saturday,Summer,Clear,No,No,Night Time,Saturday
5798,2011-09-04,3,0,9,0,0,0,0,1,0.66,0.5909,0.89,0.194,33,76,109.0,2011,September,Sunday,Summer,Clear,No,No,Night Time,Sunday
5799,2011-09-04,3,0,9,1,0,0,0,1,0.66,0.6061,0.83,0.1343,37,38,75.0,2011,September,Sunday,Summer,Clear,No,No,Night Time,Sunday
5800,2011-09-04,3,0,9,2,0,0,0,1,0.66,0.6061,0.83,0.194,17,43,60.0,2011,September,Sunday,Summer,Clear,No,No,Night Time,Sunday
5801,2011-09-04,3,0,9,3,0,0,0,1,0.64,0.5758,0.89,0.194,20,23,43.0,2011,September,Sunday,Summer,Clear,No,No,Night Time,Sunday
5802,2011-09-04,3,0,9,4,0,0,0,1,0.64,0.5758,0.83,0.1642,0,4,4.0,2011,September,Sunday,Summer,Clear,No,No,Night Time,Sunday
5803,2011-09-04,3,0,9,5,0,0,0,1,0.64,0.5758,0.83,0.1343,1,5,6.0,2011,September,Sunday,Summer,Clear,No,No,Night Time,Sunday
5804,2011-09-04,3,0,9,6,0,0,0,1,0.64,0.5758,0.84,0.2239,0,3,3.0,2011,September,Sunday,Summer,Clear,No,No,Morning Peak,Sunday
5805,2011-09-04,3,0,9,7,0,0,0,1,0.66,0.6061,0.78,0.194,10,20,30.0,2011,September,Sunday,Summer,Clear,No,No,Morning Peak,Sunday
5806,2011-09-04,3,0,9,8,0,0,0,1,0.66,0.6061,0.78,0.1642,21,49,70.0,2011,September,Sunday,Summer,Clear,No,No,Morning Peak,Sunday
5807,2011-09-04,3,0,9,9,0,0,0,1,0.66,0.6061,0.78,0.1642,87,102,189.0,2011,September,Sunday,Summer,Clear,No,No,Morning Peak,Sunday
5808,2011-09-04,3,0,9,10,0,0,0,1,0.7,0.6667,0.74,0.1343,114,147,297.0,2011,September,Sunday,Summer,Clear,No,No,Day Time,Sunday
5809,2011-09-04,3,0,9,11,0,0,0,1,0.74,0.697,0.7,0.1642,114,163,337.0,2011,September,Sunday,Summer,Clear,No,No,Day Time,Sunday
5810,2011-09-04,3,0,9,12,0,0,0,1,0.76,0.7273,0.66,0.1642,114,221,435.0,2011,September,Sunday,Summer,Clear,No,No,Day Time,Sunday
5811,2011-09-04,3,0,9,13,0,0,0,2,0.78,0.7424,0.62,0.2836,114,174,419.0,2011,September,Sunday,Summer,Cloudy/Mist,No,No,Day Time,Sunday
5812,2011-09-04,3,0,9,14,0,0,0,1,0.78,0.7576,0.66,0.3284,114,156,361.0,2011,September,Sunday,Summer,Clear,No,No,Day Time,Sunday
5813,2011-09-04,3,0,9,15,0,0,0,1,0.78,0.7576,0.66,0.2836,114,192,410.0,2011,September,Sunday,Summer,Clear,No,No,Day Time,Sunday
5814,2011-09-04,3,0,9,16,0,0,0,1,0.8,0.7727,0.59,0.2239,114,141,337.0,2011,September,Sunday,Summer,Clear,No,No,Evening Peak,Sunday
5815,2011-09-04,3,0,9,17,0,0,0,1,0.76,0.7273,0.66,0.2239,114,172,376.0,2011,September,Sunday,Summer,Clear,No,No,Evening Peak,Sunday
5816,2011-09-04,3,0,9,18,0,0,0,1,0.76,0.7273,0.66,0.194,114,169,356.0,2011,September,Sunday,Summer,Clear,No,No,Evening Peak,Sunday
5817,2011-09-04,3,0,9,19,0,0,0,1,0.74,0.697,0.7,0.194,114,150,328.0,2011,September,Sunday,Summer,Clear,No,No,Evening Peak,Sunday
5818,2011-09-04,3,0,9,20,0,0,0,1,0.74,0.697,0.7,0.2985,104,125,229.0,2011,September,Sunday,Summer,Clear,No,No,Night Time,Sunday
